code_station,libelle_station,libelle_cours_eau,libelle_commune,code_departement,latitude,longitude,module_m3s,q25_m3s,qmna5_m3s,nb_annees
O785401001,Le Dourdou [de Conques] à Saint-Cyprien-sur-Dourdou,Le Dourdou de Conques,SAINT-CYPRIEN-SUR-DOURDOU,12,44.549047,2.408936,8.1453,3.602,2.163,9
O787401001,Le Dourdou [de Conques] à Conques,Le Dourdou de Conques,CONQUES-EN-ROUERGUE,12,44.587132,2.401217,6.9957,0.791,0.291,51
O794402002,Le Riou Mort à Viviez [2],Riou Mort,VIVIEZ,12,44.565782,2.211398,1.6936,0.308,0.12,46
O802000101,Le ruisseau des Douzes à Muret-le-Château - Muret,Ruisseau des Douzes,MURET-LE-CHATEAU,12,44.493337,2.57439,0.5227,0.097,0.041,24
O816000301,La Diège à Salles-Courbatiès - Diege,La Diège,SALLES-COURBATIES,12,44.468316,2.070041,0.0728,0.034,,2
O819000101,Le ruisseau de Lantouy à Salvagnac-Cajarc - Lantouy,Ruisseau de Lantouy,SALVAGNAC-CAJARC,12,44.460781,1.852154,0.2997,0.111,,1
V720001001,Le Rhône à Tarascon - CNR,Le Rhône,TARASCON,13,43.786929,4.651959,1677.1348,978.0,648.1,103
V720001002,Le Rhône à Tarascon - DREAL,Le Rhône,TARASCON,13,43.786929,4.651959,1668.1011,956.611,588.807,22
V720001003,Le Rhône à Tarascon - Pont de Beaucaire,Le Rhône,TARASCON,13,43.804581,4.64914,1957.2285,1174.22,787.079,56
V721651001,La Bagnolette à Tarascon [Saint-Gabriel],La Bagnolette,TARASCON,13,43.767165,4.691219,3.0156,2.079,1.468,46
V730000302,Le Rhône à Arles - CNR,Le Rhône,ARLES,13,43.678743,4.621171,1448.5477,830.255,565.085,27
X300101001,La Durance à Saint-Paul-lès-Durance [Cadarache],La Durance,SAINT-PAUL-LES-DURANCE,13,43.717957,5.743195,47.7297,10.0,,4
X300101301,La Durance à Saint-Paul-lès-Durance [Jouques-Cadarache - EDF],La Durance,SAINT-PAUL-LES-DURANCE,13,43.718554,5.745308,163.1551,87.6,52.613,73
X302001001,La Durance à Meyrargues [Pont Pertuis],La Durance,MEYRARGUES,13,43.66595,5.494158,31.6882,8.403,7.114,31
X321020102,Le ruisseau de Silvacane à la Roque-d'Anthéron [Silvacane] - DREAL,Ruisseau de Silvacane,ROQUE-D'ANTHERON,13,43.715102,5.331244,0.0099,0.002,0.0,12
X331002001,La Durance à Mallemort,La Durance,MALLEMORT,13,43.737373,5.173714,,,,
Y401202101,L'Arc [Bras principal] à Rousset,L'Arc,ROUSSET,13,5.593353,43.476227,,,,
Y402201001,L'Arc à Meyreuil [Pont de Bayeux],L'Arc,MEYREUIL,13,43.500989,5.514785,1.2278,0.281,0.157,52
Y402201401,Vallat le Grand [Affluent Rive Gauche Arc] à Aix-en-Provence - Station hydrométrique du Grand Vallat,Vallat le Grand,AIX-EN-PROVENCE,13,5.355288,43.491359,,,,
Y411502001,La Luynes à Aix-en-Provence [Pioline],La Luynes,AIX-EN-PROVENCE,13,43.505433,5.400093,0.3097,0.166,0.1,28
Y412202002,L'Arc à Berre-l'Étang - Saint-Estève,L'Arc,BERRE-L'ETANG,13,43.500074,5.15238,3.1121,0.849,0.305,34
Y412204001,L'Arc à Aix-en-Provence [Roquefavour-Bruet],L'Arc,AIX-EN-PROVENCE,13,43.516378,5.313526,2.7356,1.191,0.803,28
Y412541101,L'Arc à Berre-l'Étang - Station Berre MENELIK,L'Arc,BERRE-L'ETANG,13,5.170225,43.506836,,,,
Y420000501,La Touloubre à Aix-en-Provence [Puyricard - La Glacière],La Touloubre,AIX-EN-PROVENCE,13,43.577795,5.420041,,,,
Y420000601,Le ruisseau de Budéou à Lambesc [Armieux],Ruisseau de Budéou,LAMBESC,13,43.618164,5.263409,,,,
Y420000701,La Touloubre à Lambesc [Armieux],La Touloubre,LAMBESC,13,43.617108,5.260818,,,,
Y420000801,La Touloubre à Aix-en-Provence [Puyricard] - DREAL PACA,La Touloubre,AIX-EN-PROVENCE,13,43.57773,5.420617,,,,
Y421401001,La Touloubre à la Barben [La Savonnière] - Station MAMP,La Touloubre,BARBEN,13,43.628902,5.175491,0.566,0.172,0.071,51
Y421401004,La Touloubre à la Barben [La Savonnière] - Station DREAL PACA,La Touloubre,BARBEN,13,43.628894,5.175488,0.3508,0.16,,1
Y421404001,La Touloubre à Cornillon-Confoux [La Glacière],La Touloubre,CORNILLON-CONFOUX,13,43.56284,5.065317,2.5219,1.638,0.877,28
Y421404201,La Touloubre à Salon-de-Provence [RN113],La Touloubre,SALON-DE-PROVENCE,13,43.610843,5.097268,,,,
Y422561001,La Cadière à Marignane [stade Saint-Pierre],La Cadière,MARIGNANE,13,43.409596,5.206021,0.7738,0.459,0.333,42
Y441403001,L'Huveaune à Roquevaire,L'Huveaune,ROQUEVAIRE,13,43.351437,5.604937,0.7545,0.171,0.097,28
Y442404001,L'Huveaune à Aubagne [Le Charrel],L'Huveaune,AUBAGNE,13,43.289521,5.556947,0.9417,0.229,0.106,26
Y442501001,Le torrent du Fauge à Gémenos,Torrent du Fauge,GEMENOS,13,43.291315,5.663014,0.1241,0.064,0.019,22
Y442501301,L'Huveaune à Marseille - Collège,L'Huveaune,MARSEILLE,13,43.275222,5.409313,0.8292,0.193,,3
Y442501401,Le Jarret à Marseille [Rabateau] - Le Jarret,Le Jarret,MARSEILLE,13,43.276869,5.398172,0.8054,0.435,,2
Y442501402,Le Jarret à Marseille [Rabateau] - Radar de vitesse,Le Jarret,MARSEILLE,13,43.276869,5.398172,,,,
H704011001,La Seine à Honfleur - Station partenaire HAROPA,La Seine,HONFLEUR,14,49.427785,0.232791,,,,
I033000101,La Touques à Pierrefitte-en-Auge,La Touques,PIERREFITTE-EN-AUGE,14,49.252565,0.210611,7.4771,5.509,4.651,6
I103101001,La Touques à Saint-Martin-de-la-Lieue,La Touques,SAINT-MARTIN-DE-LA-LIEUE,14,49.110715,0.217193,2.5788,1.651,1.258,45
I110301001,L'Orbiquet à Beuvillers,L'Orbiquet,BEUVILLERS,14,49.128783,0.256457,2.7381,2.022,1.622,39
I114101001,La Touques à Pont-l'Évêque [Rue de la Licorne],La Touques,PONT-L'EVEQUE,14,49.286796,0.185619,,,,
I120301002,La Calonne aux Authieux-sur-Calonne,La Calonne,AUTHIEUX-SUR-CALONNE,14,49.297403,0.285827,1.6969,1.252,1.045,6
I120302001,La Calonne à Bonneville-la-Louvet,La Calonne,BONNEVILLE-LA-LOUVET,14,49.275278,0.339614,,,,
I120303001,La Calonne à Pont-l'Évêque [Rue de la Calonne],La Calonne,PONT-L'EVEQUE,14,49.290887,0.190154,,,,
I123000101,La Dives à Bretteville-sur-Dives,La Dives,BRETTEVILLE-SUR-DIVES,14,49.038452,-0.023539,3.5939,1.626,1.116,5
I135000101,La Vie à Grandchamp-le-Château,La Vie,GRANDCHAMP-LE-CHATEAU,14,49.078723,0.074785,2.2658,0.921,,3
I157000101,La Dives à Cabourg,La Dives,CABOURG,14,49.285823,-0.112219,,,,
I202101001,La Dives à Beaumais,La Dives,BEAUMAIS,14,48.896908,-0.076505,1.6064,0.647,0.38,56
I205103002,La Dives au Mesnil-Mauger,La Dives,MESNIL-MAUGER,14,49.069019,-0.044192,3.6618,1.581,0.994,32
I220382002,Le Laizon à Croissanville,Le Laizon,CROISSANVILLE,14,49.121496,-0.100453,0.7713,0.478,0.329,13
I221361001,Le bras de l'Ancre à Cricqueville-en-Auge,Bras de l'Ancre,CRICQUEVILLE-EN-AUGE,14,49.239394,-0.062596,0.4678,0.215,0.168,54
I264000101,L'Odon à Gavrus [Pont Neuf],L'Odon,GAVRUS,14,49.123557,-0.510922,1.9421,0.229,0.063,6
I336101001,L'Orne au Mesnil-Villement,L'Orne,MESNIL-VILLEMENT,14,48.849863,-0.390836,18.6956,3.889,3.147,5
I344231001,La Druance à Périgny,La Druance,PERIGNY,14,48.9101,-0.607022,1.2751,0.122,0.034,29
I346202001,Le Noireau à Condé-sur-Noireau [Rue du Moulin Biot],Le Noireau,CONDE-EN-NORMANDIE,14,48.849607,-0.544626,4.9423,0.722,0.23,15
I352102001,L'Orne à Thury-Harcourt,L'Orne,HOM,14,48.989497,-0.482778,21.6214,3.971,1.86,38
I353101001,L'Orne à Grimbosq [barrage du Val de Viard],L'Orne,GRIMBOSQ,14,49.065475,-0.448954,21.0444,3.973,1.861,20
I361206001,La Laize à Fresney-le-Puceux [La Planche à la Housse],La Laize,FRESNEY-LE-PUCEUX,14,49.057852,-0.353942,1.0608,0.441,0.318,20
I362101001,L'Orne à May-sur-Orne,L'Orne,MAY-SUR-ORNE,14,49.109626,-0.386368,28.6108,7.424,3.049,23
I362102001,L'Orne à Louvigny,L'Orne,LOUVIGNY,14,49.154653,-0.390028,,,,
I371201001,L'Odon à Épinay-sur-Odon,L'Odon,EPINAY-SUR-ODON,14,49.07408,-0.615101,1.0232,0.139,0.036,30
I374101001,L'Orne à Caen [Pont de Vaucelles],L'Orne,CAEN,14,49.177212,-0.355407,,,,
I402201001,La Seulles à Juvigny-sur-Seulles,La Seulles,JUVIGNY-SUR-SEULLES,14,49.162265,-0.615443,1.5211,0.317,0.148,42
I403201001,La Seulles à Tierceville,La Seulles,TIERCEVILLE,14,49.291398,-0.530688,2.5564,0.72,0.306,54
I452000101,L'Aure à Bayeux [Pont Trubert],L'Aure,BAYEUX,14,49.281432,-0.696625,0.9514,0.171,,1
I501305001,La Dathée à Saint-Germain-de-Tallevende-la-Lande-Vaumont [2],La Dathee,SAINT-GERMAIN-DE-TALLEVENDE-LA-LANDE-VAUMONT,14,48.810735,-0.942795,0.6898,0.195,0.107,21
I501361001,La Virene à Saint-Germain-de-Tallevende-la-Lande-Vaumont,La Virene,SAINT-GERMAIN-DE-TALLEVENDE-LA-LANDE-VAUMONT,14,48.817623,-0.912705,0.869,0.285,0.113,49
I502102001,La Vire à Coulonces [Le Gast],La Vire,COULONCES,14,48.861005,-0.889273,2.6498,0.765,0.33,22
I505301001,La Souleuvre à Carville,La Souleuvre,CARVILLE,14,48.947116,-0.888746,1.6704,0.186,0.038,55
I510101001,La Vire à Malloué,La Vire,MALLOUE,14,48.936137,-0.964648,7.415,1.533,0.573,33
I532151001,L'Aure à Maisons [Pont-Fatu],L'Aure,MAISONS,14,49.321156,-0.749087,1.1018,0.226,0.072,44
I535201001,La Drôme à Sully,La Drome,SULLY,14,49.299528,-0.738172,2.6768,0.536,0.185,39
I700104001,La Sienne à Saint-Sever-Calvados [La Croix du Rocher],La Sienne,NOUES DE SIENNE,14,48.807501,-1.048115,0.0838,0.027,0.012,25
K251401001,L'Allanche à Joursac [Pont du Vernet],l'Allanche,JOURSAC,15,45.134419,3.006946,2.811,0.931,0.496,60
K251402001,L'Allanche à Allanche,l'Allanche,ALLANCHE,15,45.229231,2.933012,1.3533,0.417,0.204,34
K252301001,L'Alagnon à Joursac [Le Vialard],l'Alagnon,JOURSAC,15,45.159213,3.027337,6.3986,1.99,0.866,56
K253401001,L'Arcueil à Massiac [Bousselorgues],l'Arcueil,MASSIAC,15,45.241257,3.183227,0.9609,0.17,0.031,50
K253401201,L'Alagnon à Massiac - Pont RN 122,l'Alagnon,MASSIAC,15,45.250703,3.193533,7.4416,1.737,0.709,6
O743401001,Le Lander à Roffiac [Le Blaud],l'ander,ROFFIAC,15,45.053508,3.048867,1.5012,0.212,0.114,25
O745000301,Le Lander à Saint-Georges [EDF],l'ander,SAINT-GEORGES,15,45.012091,3.128049,3.4064,0.554,0.202,68
O751551001,Le Remontalou à Chaudes-Aigues [Moulin de Gastal],Le Remontalou,CHAUDES-AIGUES,15,44.858977,3.011481,0.417,0.175,0.098,33
O753501002,L'Epie à Oradour [Pont-de-Rochebrune] - Nouvelle échelle,Ruisseau de l'Epie,ORADOUR,15,44.95336,2.934496,1.8826,0.343,0.135,13
O760000201,La Truyère à Neuvéglise [Grandval EDF - QNR],La Truyère,NEUVEGLISE-SUR-TRUYERE,15,44.922568,3.074322,24.564,6.0,1.956,76
O821000101,La Ressègue à Leynhac - Martory,La Ressègue,LEYNHAC,15,2.293464,44.714268,,,,
O821000201,Le Célé à Saint-Constant,Le Célé,SAINT-CONSTANT-FOURNOULES,15,2.228709,44.686244,,,,
O822000101,La Rance à Leynhac - Chapelle du Pont,La Rance,LEYNHAC,15,2.25674,44.754197,,,,
O823153101,Le Moulègre à Boisset - Planche du Souq,Le Moulègre,BOISSET,15,2.241773,44.748151,,,,
O825501101,L'Anès à Rouziers - Moulin d'Anès,L'Anès,ROUZIERS,15,2.204302,44.788036,,,,
O826401001,La Rance à Maurs [Les Brauges],La Rance,MAURS,15,44.690382,2.188487,3.5357,0.999,0.435,23
O826401101,Le ruisseau d'Arcombe à Maurs,Ruisseau d'Arcombe,MAURS,15,2.20284,44.712773,,,,
P027251002,Le ruisseau Grande Rhue à Condat,rivière la rhue,CONDAT,15,45.338078,2.762345,5.5041,1.396,0.411,8
P030401001,La Santoire à Ségur-les-Villas [La Carrière],La Santoire,SEGUR-LES-VILLAS,15,45.192325,2.826229,2.2265,0.481,0.125,33
P036000101,La Santoire à Condat [EDF - Roche-Pointue],La Santoire,CONDAT,15,45.33323,2.75334,4.5851,1.135,0.248,96
P052401001,La Petite Rhue à Marchastel [Pont de la Rodde],La Petite Rhue,MARCHASTEL,15,45.277659,2.702418,2.2763,0.368,0.068,24
P055501001,La Véronne à Riom-ès-Montagnes,La Véronne,RIOM-ES-MONTAGNES,15,45.286043,2.664693,1.3174,0.265,0.069,24
P081402001,La Sumène à Antignac,La Sumène,ANTIGNAC,15,45.340566,2.544931,1.8167,0.458,0.204,25
P088501001,Le Mars à Bassignac [Vendes],Le Mars,BASSIGNAC,15,45.296882,2.38776,3.6557,0.694,0.183,63
P088502001,Le Mars au Falgoux,Le Mars,FALGOUX,15,45.153204,2.622797,1.1009,0.287,0.082,32
P089000101,La Sumène à Bassignac [Pont de Vendes - EDF],La Sumène,BASSIGNAC,15,45.299344,2.387768,7.5557,1.801,0.611,62
P089000201,La Sumène à Bassignac [QNR Pont de Vendes - EDF],La Sumène,BASSIGNAC,15,45.299344,2.387768,8.8575,1.797,0.532,31
P142251001,La Maronne à Sainte-Eulalie,La Maronne,SAINTE-EULALIE,15,45.118874,2.384673,4.1385,1.01,0.226,84
P145401002,La Bertrande à Saint-Illide - Nouvelle échelle,La Bertrande,SAINT-ILLIDE,15,45.072246,2.310149,3.2807,0.618,0.123,22
P150000101,La Maronne à Pleaux [EDF - Enchanet - QNR],La Maronne,PLEAUX,15,45.08157,2.193946,13.9866,2.724,0.471,61
P171291001,La Cère à Vic-sur-Cère [Comblat-le-Pont],La Cère,VIC-SUR-CERE,15,44.965328,2.615208,4.0957,0.82,0.28,66
P174401003,La Jordanne à Aurillac - Passerelle Paul Riotte,La Jordanne,AURILLAC,15,44.923604,2.444682,4.0604,0.721,0.16,24
P177000101,La Cère à Sansac-de-Marmiesse [EDF],La Cère,SANSAC-DE-MARMIESSE,15,44.882091,2.3506,11.6076,2.689,0.9,55
P178051001,Le ruisseau de Roannes à Saint-Mamet-la-Salvetat [Pont de Lascombes],Ruisseau de Roannes,SAINT-MAMET-LA-SALVETAT,15,44.866362,2.353889,1.3852,0.339,0.099,24
P183401001,L'Authre à Ytrac [Le Vert],L'Authre,YTRAC,15,44.917861,2.326215,3.1403,0.601,0.212,26
P190291001,La Cère à Laroquebrou [Nèpes],La Cère,LAROQUEBROU,15,44.959659,2.20138,10.7223,2.493,1.796,26
L092061002,La Vienne à Étagnac - Chatenet,la Vienne,ETAGNAC,16,45.863851,0.779326,64.5065,19.612,14.783,11
L093000501,à Chabanais - Graine à Chabanais,,CHABANAIS,16,45.86697,0.711513,,,,
L093000502,à Chabanais - Graine à Chabanais,,CHABANAIS,16,45.86697,0.711513,1.1886,0.903,,
L094061001,La Vienne à Confolens,la Vienne,CONFOLENS,16,46.013297,0.670063,72.7043,25.054,14.04,24
L100401001,Le Goire à Saint-Maurice-des-Lions - Pont de Boérat-Vilette,le Goire,SAINT-MAURICE-DES-LIONS,16,45.995673,0.686492,1.3637,0.152,0.051,16
L111301001,L'Issoire à Esse - Pont Binot,l'Issoire,ESSE,16,46.047481,0.748926,2.6023,0.245,0.051,15
P828401001,La Lizonne à Saint-Séverin [Le Marchais],La Lizonne,SAINT-SEVERIN,16,45.296167,0.263457,5.4365,1.63,0.595,40
P831251001,La Dronne à Aubeterre-sur-Dronne,La Dronne,AUBETERRE-SUR-DRONNE,16,45.270017,0.17495,,177.173,,
P831252001,La Dronne à Bonnes,La Dronne,BONNES,16,45.238329,0.151522,19.7644,6.327,2.672,53
P839431001,La Tude à Médillac [Pont de Corps],La Tude,MEDILLAC,16,45.220437,0.028156,2.6375,0.272,0.017,50
R000000201,La Charente à Alloue,La Charente,ALLOUE,16,46.025448,0.510153,,,,
R000000301,La Charente à Pressignac,La Charente,PRESSIGNAC,16,45.802582,0.706669,,,,
R002001002,La Charente à Suris [Pont de Suris],La Charente,SURIS,16,45.847198,0.636961,1.4024,0.401,0.213,26
R016000201,La Péruse à la Péruse,La Péruse,PERUSE,16,46.023574,0.217818,,,,
R021001001,L'Argent-Or à Poursac,L'Argent-Or,POURSAC,16,45.960819,0.256261,1.2229,0.205,0.105,15
R025001001,Le Son-Sonnette à Saint-Front,La Son-Sonnette,SAINT-FRONT,16,45.892775,0.287436,1.9711,0.341,0.172,21
R108001001,La Tardoire à Montbron - Moulin de Lavaud,La Tardoire,MONTBRON,16,45.677873,0.503257,5.7548,1.6,0.518,51
R109001002,La Tardoire à la Rochefoucauld [Lacou],La Tardoire,ROCHEFOUCAULD,16,45.741458,0.381194,9.2271,2.325,,
R116001001,Le Bandiat à Feuillade [1],Le Bandiat,FEUILLADE,16,45.606843,0.472982,3.9988,1.01,0.314,32
R116002001,Le Bandiat à Marthon,Le Bandiat,MARTHON,16,45.612944,0.442754,3.2119,0.376,0.07,17
R118001001,La Tardoire à Coulgens [Pont de Coulgens],La Tardoire,COULGENS,16,45.812229,0.295943,5.2429,0.0,0.0,25
R125001001,La Bonnieure à Saint-Ciers-sur-Bonnieure [Villebette],La Bonnieure,SAINT-CIERS-SUR-BONNIEURE,16,45.870279,0.248647,1.6133,0.198,0.04,54
R202001002,La Charente à Mansle,La Charente,MANSLE,16,45.877367,0.179961,21.3674,5.019,3.071,11
R210001003,L'Aume à Oradour [Moulin de Gouge] - Moulin de Gouge 2,L'Aume,ORADOUR,16,45.913265,-0.000707,2.0038,0.153,0.06,17
R211002001,La Couture [ruisseau de Chillé] à Oradour [Fraignée],ruisseau de la couture,ORADOUR,16,45.91143,-0.010075,0.4226,0.091,0.048,14
R211003001,La Couture à Oradour [Le Maine],ruisseau de la couture,ORADOUR,16,45.917984,-0.009081,1.6909,0.235,0.011,14
R222001003,La Charente à Vindelle - Coursac,La Charente,VINDELLE,16,45.733868,0.142222,34.8427,5.472,3.355,7
R230000301,L'Argence à Champniers [Vouillac],L'Argence,CHAMPNIERS,16,45.71527,0.150728,0.9775,0.091,,4
R232003301,L'Echelle à Touvre,L'Echelle,TOUVRE,16,45.6569,0.259332,,,,
R232003302,L'Echelle à Touvre,L'Echelle,TOUVRE,16,45.662387,0.256535,,,,
R232003401,L'Echelle à Garat,L'Echelle,GARAT,16,45.642513,0.26848,,,,
R233505001,La Touvre [résurgence] à Gond-Pontouvre [Foulpougne],La Touvre,GOND-PONTOUVRE,16,45.673165,0.168806,13.2628,8.1,4.396,41
R234001001,La Charente à Angoulême,La Charente,ANGOULEME,16,45.65311,0.153098,114.639,52.369,,
R234001101,L'Anguienne à Angoulême,L'Anguienne,ANGOULEME,16,45.653174,0.14067,,,,
R234001201,L'Anguienne à Dirac,L'Anguienne,DIRAC,16,45.630536,0.186138,,,,
R301001001,La Charreau à Vœuil-et-Giget,La Charreau,VŒUIL-ET-GIGET,16,45.598934,0.141297,0.3234,0.162,0.074,14
R301001101,Le bras de la Charreau à la Couronne,Bras de la Charreau,COURONNE,16,45.619375,0.120156,,,,
R302000401,La Nouère à Asnières-sur-Nouère [Neuillac],La Nouère,ASNIERES-SUR-NOUERE,16,45.720457,0.026288,0.8053,0.083,,4
R304000201,Le bras de la Boëme à Nersac,Bras de la Boëme,NERSAC,16,45.618291,0.067733,,,,
R304000301,La Boème à Mouthiers-sur-Boëme,La Boème,MOUTHIERS-SUR-BOEME,16,45.554975,0.122208,,,,
R306000201,Le bras de la Charente à Châteauneuf-sur-Charente,Bras de la Charente,CHATEAUNEUF-SUR-CHARENTE,16,45.595636,-0.063786,,,,
R307001002,La Charente à Jarnac,La Charente,JARNAC,16,45.678192,-0.173985,117.9629,59.92,,
R307001011,La Charente à Mainxe,La Charente,MAINXE,16,45.67873,-0.178207,49.4349,15.31,7.816,21
R307001012,La Charente à Jarnac - Quai françois Mitterand,La Charente,JARNAC,16,45.680015,-0.180595,69.4443,19.891,,3
R308000101,Gensac à Gensac-la-Pallue,Rivière de Gensac,GENSAC-LA-PALLUE,16,45.672094,-0.257477,,,,
R308000201,Le Romáde à Bourg-Charente,ruisseau le romède,BOURG-CHARENTE,16,45.668655,-0.21407,,,,
R314001001,La Charente à Cognac,La Charente,COGNAC,16,45.689643,-0.339874,266.884,135.96,,
R400000201,Le Né à Blanzac-Porcheresse,Le Né,COTEAUX DU BLANZACAIS,16,45.477824,0.043378,,,,
R401000301,Le bras du ruisseau l'Arce à Cressac-Saint-Genis,Bras de l'Arce,CRESSAC-SAINT-GENIS,16,45.442845,-0.008574,,,,
R402000101,Le Né à Péreuil,Le Né,PEREUIL,16,45.482137,-0.028622,,,,
R403000301,Le bras du ruisseau l'Ecly à Péreuil,Bras du Ruisseau l'écly,PEREUIL,16,45.498671,-0.041964,,,,
R405000201,Le bras du ruisseau la Maury à Saint-Bonnet,Bras de la Maury,SAINT-BONNET,16,45.487134,-0.067857,,,,
R406000101,Le Né à Nonaville [Pont à Brac],Le Né,NONAVILLE,16,45.523518,-0.096552,1.9309,0.017,0.0,7
R409000201,Le Beau à Saint-Médard,Le Beau,SAINT-MEDARD,16,45.512192,-0.139851,,,,
R411001201,Le Collinaud à Criteuil-la-Magdeleine,Le Collinaud,CRITEUIL-LA-MAGDELEINE,16,45.542931,-0.231977,,,,
R413001101,Le Né [bras rive gauche] à Salles-d'Angles [Les Perceptiers],Le Né,SALLES-D'ANGLES,16,45.59769,-0.358737,1.4335,0.259,0.018,21
R413001201,Le Né [bief principal] à Salles-d'Angles [Les Perceptiers],Le Né,SALLES-D'ANGLES,16,45.59802,-0.358847,3.0001,0.018,0.0,21
R413001701,[05C0000002000865485] à Ars,,ARS,16,45.619598,-0.404366,,,,
N611061001,La Sèvre niortaise à Marans [Pont SNCF],,MARANS,17,46.320735,-0.957292,29.7342,4.593,,4
N801000101,La Sèvre niortaise à Charron [Pont du Brault],,CHARRON,17,46.316844,-1.082583,,,,
R321402601,L'Antenne à Prignac,L'Antenne,PRIGNAC,17,45.825052,-0.359958,1.7614,0.126,0.003,5
R420000101,Le Gua [FRFRR332] à Brives-sur-Charente,Le Gua,BRIVES-SUR-CHARENTE,17,45.666566,-0.446143,,,,
R423001001,La Charente à Chaniers - Beillant RD,La Charente,CHANIERS,17,45.705998,-0.529431,68.625,19.77,10.355,20
R423001003,La Charente à Chaniers - Beillant RG - aval,La Charente,CHANIERS,17,45.706201,-0.529277,79.0379,21.941,10.074,5
R423001004,La Charente à Chaniers - Beillant RG - amont,La Charente,CHANIERS,17,45.706146,-0.529325,94.2398,25.832,,2
R502331002,La Seugne à Saint-Germain-de-Lusignan,La Seugne,SAINT-GERMAIN-DE-LUSIGNAN,17,45.4506,-0.457766,1.9299,0.131,0.065,17
R502331201,Le bras de la Seugne à Clion,Bras de la Seugne,CLION,17,45.487016,-0.501565,,,,
R504000401,Le bras du ruisseau la Rochette à Clion,Bras du Ruisseau la Rochette,CLION,17,45.461316,-0.538844,,,,
R508000501,Le Trèfle à Réaux,Le Trèfle,REAUX SUR TREFLE,17,45.479184,-0.371765,1.7952,0.233,,4
R510000101,Le bras de la Seugne [FRFR14] à Saint-Grégoire-d'Ardennes,Bras de la Seugne,SAINT-GREGOIRE-D'ARDENNES,17,45.505489,-0.518238,,,,
R512331002,Le bras de la Seugne à Pons,Bras de la Seugne,PONS,17,45.58054,-0.543018,44.2355,16.413,,
R512331003,Le bras de la Seugne à Saint-Seurin-de-Palenne - La Lijardière,Bras de la Seugne,SAINT-SEURIN-DE-PALENNE,17,45.622814,-0.533584,7.4361,1.585,0.794,26
R520001001,La Charente à Saintes - Pont-Palissy,La Charente,SAINTES,17,45.74708,-0.629727,84.6481,35.489,30.802,11
R523001002,La Charente à Saint-Savinien,La Charente,SAINT-SAVINIEN,17,45.87959,-0.681873,,,,
R608001003,La Boutonne à Saint-Séverin-sur-Boutonne [Pont du Vert] - Moulin de Châtre,La Boutonne,SAINT-SEVERIN-SUR-BOUTONNE,17,46.079796,-0.404141,5.9985,1.017,0.404,25
R610001001,Le bras de la Boutonne à Nuaillé-sur-Boutonne,Bras de la Boutonne,NUAILLE-SUR-BOUTONNE,17,46.013519,-0.437048,14.537,4.956,,
R611000801,La Boutonne à Saint-Julien-de-l'Escap,La Boutonne,SAINT-JULIEN-DE-L'ESCAP,17,45.934235,-0.495902,11.8558,1.05,0.241,7
R614292405,La Boutonne à Saint-Jean-d'Angély - Pont Saint-Jacques,La Boutonne,SAINT-JEAN-D'ANGELY,17,45.93661,-0.526709,10.7902,1.753,,3
R614292901,La Boutonne [La Boutonne] à Saint-Jean-d'Angély,La Boutonne,SAINT-JEAN-D'ANGELY,17,45.936874,-0.526636,13.7217,3.109,0.279,9
R616461001,La Trézence à Puyrolland [Tournay],La Trézence,PUYROLLAND,17,46.036696,-0.633932,0.7225,0.037,0.0,43
R618001001,La Boutonne à Tonnay-Boutonne,La Boutonne,TONNAY-BOUTONNE,17,45.965389,-0.7027,107.211,53.319,,
R730001001,La Charente à Rochefort,La Charente,ROCHEFORT,17,45.946489,-0.953492,,,,
S011401003,La Seudre à Saint-André-de-Lidon [Pont de Saint-André],La Seudre,SAINT-ANDRE-DE-LIDON,17,45.603417,-0.748148,0.9686,0.144,0.027,20
S011451001,La Seudre à Corme-Écluse,La Seudre,CORME-ECLUSE,17,45.645768,-0.851747,1.7541,0.307,0.039,19
S012001001,La Seudre à Saujon,La Seudre,SAUJON,17,45.674086,-0.925057,,,,
S012001201,La Seudre à l'Éguille,La Seudre,EGUILLE,17,45.709234,-0.972776,,,,
S013000101,La Seudre [Estuaire] à Marennes - Viaduc,La Seudre,MARENNES,17,45.799834,-1.137448,,,,
S020001001,[La Gironde] à Royan,,ROYAN,17,45.620576,-1.027806,,,,
Z600000101,[Océan] à Saint-Pierre-d'Oléron [l'Océan à la Cotinière] - L'Océan à La Cotinière,,SAINT-PIERRE-D'OLERON,17,45.913912,-1.327887,,,,
K365081001,L'Allier à Cuffy - Pont du Guétin,l'Allier,CUFFY,18,46.946581,3.069838,141.2167,48.992,23.773,55
K400001010,La Loire à Cours-les-Barres - Givry,la Loire,COURS-LES-BARRES,18,47.015996,3.072113,306.188,99.335,55.324,53
K401301001,L'Aubois à Grossouvre - Trézy,l'Aubois,GROSSOUVRE,18,46.894667,2.932501,0.7678,0.159,0.078,29
K407311001,La Vauvise à Saint-Bouize - La Grange,la Vauvise,SAINT-BOUIZE,18,47.27071,2.896502,2.9974,0.679,0.209,27
K408001001,La Loire à Saint-Satur - Ecluse de Saint-Thibault,la Loire,SAINT-SATUR,18,47.341196,2.866674,284.1113,100.744,51.329,24
K451000101,à Brinon-sur-Sauldre - Le Beuvron à Brinon-sur-Sauldre,,BRINON-SUR-SAULDRE,18,2.278299,47.626743,,,,
