code_station,libelle_station,libelle_cours_eau,libelle_commune,code_departement,latitude,longitude,module_m3s,q25_m3s,qmna5_m3s,nb_annees
O848153003,Le Lot à Villeneuve-sur-Lot,Le Lot,VILLENEUVE-SUR-LOT,47,44.409311,0.701216,140.4703,47.414,31.755,12
O858401001,La Lède à Casseneuil,La Lède,CASSENEUIL,47,44.446388,0.634436,2.2037,0.27,0.027,53
O866151002,Le Lot à Aiguillon - Ville,Le Lot,AIGUILLON,47,44.306161,0.341661,38.5624,21.286,,
O900001002,La Garonne à Tonneins,La Garonne,TONNEINS,47,44.388928,0.301147,526.6144,187.364,103.92,36
O903401001,Le Tolzac à Varès,Le Tolzac,VARES,47,44.432953,0.353439,1.3677,0.12,0.038,50
O909001001,La Garonne à Marmande,La Garonne,MARMANDE,47,44.499678,0.156215,549.2426,204.688,105.461,35
O913401001,L'Avance à Montpouillan,L'Avance,MONTPOUILLAN,47,44.467158,0.125963,2.0119,1.024,0.541,54
K206401002,Le Langouyrou à Langogne - Passerelle bois,le Langouyrou,LANGOGNE,48,44.730315,3.857646,1.3121,0.324,0.137,25
K206401003,Le Langouyrou à Langogne - Cinéma,le Langouyrou,LANGOGNE,48,44.726096,3.857203,2.4905,1.026,,
K206401101,[Source Pous] à Saint-Flour-de-Mercoire - Pous,,SAINT-FLOUR-DE-MERCOIRE,48,44.689865,3.81625,,,,
K207081010,L'Allier à Langogne,l'Allier,LANGOGNE,48,44.734147,3.856896,8.1261,1.786,0.687,38
K207081011,L'Allier à Langogne - Station débitmétrique,l'Allier,LANGOGNE,48,44.734147,3.856896,,,,
K207502001,Le Donozau à Naussac - Aval,le Donozau,NAUSSAC-FONTANES,48,44.750631,3.828719,7.0196,2.662,,
K207503001,Le Donozau à Naussac - Barrage de Naussac,le Donozau,NAUSSAC-FONTANES,48,44.747776,3.82519,,,,
K207503101,Le Donozau à Langogne [Pont de Bonjour],le Donozau,LANGOGNE,48,44.715,3.808534,0.282,0.035,,1
K208082001,L'Allier à Naussac - La Valette,l'Allier,NAUSSAC-FONTANES,48,44.756853,3.832382,9.8696,4.341,2.543,18
K212301002,Le Chapeauroux à Pierrefiche - Pont de Baves,le Chapeauroux,PIERREFICHE,48,44.669852,3.696897,1.4614,0.216,0.068,12
K213401001,La Clamouse à Chastanier,la Clamouse,CHASTANIER,48,44.724307,3.755399,0.722,0.088,0.011,62
K216311001,Le Grandrieu à Grandrieu,le Grandrieu,GRANDRIEU,48,44.788823,3.6369,1.1077,0.295,0.105,55
K217302001,Le Chapeauroux à Saint-Bonnet-de-Montauroux,le Chapeauroux,SAINT BONNET-LAVAL,48,44.817519,3.712074,3.2431,0.839,0.232,42
O300671001,Le ruisseau de Goudesche à Saint-Maurice-de-Ventalon [La Cépède],Ruisseau de Goudesche,SAINT-MAURICE-DE-VENTALON,48,44.341434,3.788503,0.5133,0.07,0.021,57
O301101001,Le Tarn au Pont-de-Montvert [Fontchalettes],Le Tarn,PONT DE MONTVERT - SUD MONT LOZERE,48,44.36058,3.755317,3.0854,0.56,0.136,75
O301552001,Le Rieumalet au Pont-de-Montvert,Le Rieumalet,PONT DE MONTVERT - SUD MONT LOZERE,48,44.364721,3.744719,0.8589,0.22,0.067,68
O301552102,Le Tarn au Pont-de-Montvert [Ancien] - Corrigé,,PONT DE MONTVERT - SUD MONT LOZERE,48,44.359854,3.725432,2.5348,0.386,0.11,9
O303101001,Le Tarn à Bédouès [Cocures],Le Tarn,BEDOUES,48,44.345912,3.620507,6.3677,1.458,0.326,54
O303521001,Le Briançon aux Bondons [Cocures],Le Briançon,BONDONS,48,44.355669,3.61276,0.5459,0.098,0.033,72
O306401001,Le Tarnon à Florac,Le Tarnon,FLORAC TROIS RIVIERES,48,44.313801,3.598203,3.6174,0.474,0.129,55
O306403001,Le Tarnon à Florac - HE,Le Tarnon,FLORAC TROIS RIVIERES,48,44.331212,3.590725,7.491,0.868,0.372,27
O306404001,Le Tarnon à Vebron,Le Tarnon,VEBRON,48,44.238223,3.578311,6.9456,3.411,,
O308432001,La Mimente à Florac,La Mimente,FLORAC TROIS RIVIERES,48,44.31552,3.603111,3.4849,0.488,0.16,49
O308435001,La Mimente à Cassagnas,La Mimente,CASSAGNAS,48,44.271035,3.730279,6.5319,2.353,,3
O312102002,Le Tarn à Montbrun - Pont de Montbrun,Le Tarn,MONTBRUN,48,44.33302,3.49677,17.0414,3.11,0.885,63
O312102101,Le Tarn [Source Affluent du Tarn au centre du village de Saint Chély] à Mas-Saint-Chély - Saint Chély centre,Le Tarn,MAS-SAINT-CHELY,48,3.384095,44.335945,,,,
O312102201,Le Tarn [Source du Moulin de Cénaret affluent du Tarn] à Mas-Saint-Chély - Saint Chély Cénarette,Le Tarn,MAS-SAINT-CHELY,48,44.335313,3.38361,,,,
O312102301,Le Tarn [Le Burle - Affluent du Tarn] à Sainte-Enimie - Burle,Le Tarn,GORGES DU TARN CAUSSES,48,44.366272,3.410322,,,,
O313000101,Le Tarn aux Vignes [Source de Beldoire] - Station de Beldoire,Le Tarn,VIGNES,48,44.287666,3.235923,0.3263,0.246,0.123,16
O319401001,La Jonte à Meyrueis [aval],La Jonte,MEYRUEIS,48,44.180432,3.42787,2.0486,0.385,0.138,56
O319401002,La Jonte à Meyrueis [aval] - HE,La Jonte,MEYRUEIS,48,44.180086,3.428805,2.1684,0.304,0.142,8
O700151002,Le Lot à Bagnols-les-Bains,Le Lot,BAGNOLS-LES-BAINS,48,44.506909,3.66496,1.9497,0.47,0.191,42
O700151201,Le ruisseau de Coste Rouge à Saint-Julien-du-Tournel - Saint Julien du Tournel,Ruisseau de Coste Rouge,SAINT-JULIEN-DU-TOURNEL,48,44.47881,3.663081,,,,
O701581001,Le ruisseau de l'Esclancide à Pelouse [Les Salces],Ruisseau de l'Esclancide,PELOUSE,48,44.541045,3.618724,0.4746,0.072,0.018,46
O702153002,Le Lot à Mende - Aval,Le Lot,MENDE,48,44.518277,3.489361,4.3183,0.888,0.329,37
O702153003,Le Lot à Mende - HE,Le Lot,MENDE,48,44.520892,3.494911,10.8251,4.866,,
O703501001,Le Bramont à Saint-Bauzile [Les Fonts],Le Bramont,SAINT-BAUZILE,48,44.471536,3.471498,1.7256,0.393,0.169,55
O703501201,Le Bramont [Les Fonts Droit - Affluent du Bramont] à Saint-Bauzile - Les Fonts Droits,Le Bramont,SAINT-BAUZILE,48,44.46965,3.470681,,,,
O703501301,Le Bramont [Les Fonts Gauche - Affluent du Bramont] à Saint-Bauzile - Les Fonts Gauche,Le Bramont,SAINT-BAUZILE,48,44.469649,3.470656,,,,
O704000101,Le Lot à Balsièges [EDF - Bramonas],Le Lot,BALSIEGES,48,44.480657,3.424421,7.615,1.7,0.702,58
O704000201,Le Lot [Ruisseau du Triadou - Affluent du Lot] à Chanac - Bernades,Le Lot,CHANAC,48,44.46003,3.337268,,,,
O708501001,Le ruisseau du Coulagnet à Marvejols,Ruisseau du Coulagnet,MARVEJOLS,48,44.550987,3.309628,0.861,0.111,0.012,48
O709401002,La Colagne au Monastier-Pin-Moriès - Échelle DREAL 31,La Colagne,BOURGS SUR COLAGNE,48,44.515579,3.261661,4.9277,1.226,0.482,54
O710060101,L'Urugne à la Canourgue,L'Urugne,CANOURGUE,48,44.429138,3.221928,0.3695,0.166,0.103,25
O710151001,Le Lot à Banassac [La Mothe],Le Lot,BANASSAC-CANILHAC,48,44.44255,3.198483,15.5951,3.87,1.437,103
O711050201,Le Doulou à Saint-Pierre-de-Nogaret [Ferrière],Le Doulou,SAINT-PIERRE-DE-NOGARET,48,44.441373,3.15239,1.8051,0.294,0.102,25
O711502101,La Colagne à Ribennes [EDF - Ganivet],La Colagne,RIBENNES,48,44.647331,3.407415,1.4814,0.401,0.18,62
O711502201,[Source Saint Gal - alimente Ruisseau de Chanisse] à Ribennes - Ribennes,,RIBENNES,48,44.632087,3.408749,,,,
O717501201,Le ruisseau del Bouos [Source affluent du ruisseau del Bouos] aux Salces - Monastier,valat de las rives,SALCES,48,44.549672,3.177499,,,,
O720251001,La Truyère à Serverette,La Truyère,SERVERETTE,48,44.703254,3.385703,2.1508,0.457,0.146,71
O720251201,Le ruisseau de Saint-Saturnin à Banassac - Station de Roquaizou,Ruisseau de Saint-Saturnin,BANASSAC-CANILHAC,48,44.403852,3.171125,0.0189,0.003,0.002,18
O720251301,L'Urugne [Saint Frézal Haut - source affluent de l'Urugne] à la Canourgue - Saint Frézal Haut,L'Urugne,CANOURGUE,48,44.429237,3.225414,,,,
O720251401,L'Urugne [Saint Frézal Bas - source affluent de l'Urugne] à la Canourgue - Saint Frézal Bas,L'Urugne,CANOURGUE,48,44.428795,3.224083,,,,
O721000101,Le ruisseau de l'Hermet à Trélans - Monfalgoux,Ruisseau de l'Hermet,TRELANS,48,44.526223,3.083959,,,,
O723401001,La Rimeize à Rimeize,La Rimeize,RIMEIZE,48,44.766005,3.320972,1.7815,0.486,0.2,54
O723403001,La Rimeize à Fau-de-Peyre [Vareilles],La Rimeize,FAU-DE-PEYRE,48,44.749103,3.23585,1.4486,0.419,0.17,55
O724501001,Le Chapouillet à Rimeize [Chassignoles],Le Chapouillet,RIMEIZE,48,44.79178,3.295276,0.8007,0.23,0.091,54
O726501001,La Limagnole à Fontans [Saint-Alban],La Limagnole,FONTANS,48,44.777259,3.359046,0.9958,0.322,0.123,55
O730000201,[Source Saint Amans] à Estables - Saint Amans,,ESTABLES,48,44.677929,3.475985,,,,
O737000201,La Truyère au Malzieu-Ville [QNR EDF - Le Soulier],La Truyère,MALZIEU-VILLE,48,44.834796,3.348608,7.5811,2.3,0.816,68
O741040101,Le Bès à Marchastel [Pont de Marchastel],Le Bès,MARCHASTEL,48,44.654941,3.090055,2.3635,0.362,0.124,29
O750252201,[Ruisseau Fontanilles] à Nasbinals - Fontrouge,,NASBINALS,48,44.619866,3.035461,,,,
V504661001,L'Altier à Altier [La Goulette],L'Altier,ALTIER,48,44.459961,3.889673,3.1381,0.572,0.239,40
V504661002,L'Altier à Altier [La Goulette] - EDF,L'Altier,ALTIER,48,44.459961,3.889673,3.0699,0.609,0.211,54
V710521601,Le ruisseau de Mirabelle [Source de Mirabelle] à Saint-Germain-de-Calberte - Saint Germain de Calberte,Ruisseau de Mirabelle,SAINT-GERMAIN-DE-CALBERTE,48,44.227461,3.794039,,,,
V711501002,Le Gardon de Sainte-Croix à Gabriac - Pont Campéménard,Le Gardon de Sainte-Croix,GABRIAC,48,44.192196,3.71502,,,,
L800001020,La Loire à Saumur,la Loire,SAUMUR,49,47.263292,-0.074335,605.3884,214.761,110.606,36
L800001030,La Loire à Montsoreau,la Loire,MONTSOREAU,49,47.215632,0.062725,,,,
L840211001,Le Thouet à Montreuil-Bellay - Pont Napoléon,le Thouet,MONTREUIL-BELLAY,49,47.135905,-0.154411,91.193,24.754,,
L840211002,Le Thouet à Montreuil-Bellay - Montreuil St Eloi,le Thouet,MONTREUIL-BELLAY,49,47.144899,-0.142075,15.5133,1.181,0.395,14
L860211002,Le Thouet à Chacé - Pont de Chacé,le Thouet,CHACE,49,47.215745,-0.080336,18.0231,2.313,0.621,19
L870001010,La Loire aux Ponts-de-Cé,la Loire,PONTS-DE-CE,49,47.418662,-0.521679,655.0303,249.243,125.315,10
L870001020,La Loire à Gennes,la Loire,GENNES,49,47.345018,-0.230905,,,,
L870001030,La Loire à Saint-Mathurin-sur-Loire,la Loire,LOIRE-AUTHION,49,47.408686,-0.318663,,,,
L911000602,Le Lathan à Vernantes - Moulin Guet active depuis 2012,,VERNANTES,49,47.408203,-0.026256,1.1168,0.367,0.187,7
L911000701,Le Lathan à Longué-Jumelles [La Moutonnerie],,LONGUE-JUMELLES,49,47.381378,-0.148014,,,,
L921000401,Le Couasnon à Beaufort-en-Vallée,le Couasnon,BEAUFORT-EN-ANJOU,49,47.454998,-0.236387,0.8616,0.25,0.112,12
L922000102,L'Authion aux Ponts-de-Cé [Pont Bourguignon] - Station Ultraflux,l'Authion,PONTS-DE-CE,49,47.43068,-0.527917,5.3951,1.406,0.512,8
L922000103,L'Authion aux Ponts-de-Cé [Pont Bourguignon] - Station CM1200,l'Authion,PONTS-DE-CE,49,47.43068,-0.527917,,,,
M072061010,La Sarthe à Châteauneuf-sur-Sarthe,la Sarthe,CHATEAUNEUF-SUR-SARTHE,49,47.678282,-0.486632,,,,
M073061010,La Sarthe à Cheffes,,CHEFFES,49,47.620862,-0.506374,,,,
M153161010,Le Loir à Durtal,le Loir,DURTAL,49,47.669491,-0.245142,31.6525,13.671,6.539,56
M156161010,Le Loir à Seiches-sur-le-Loir,le Loir,SEICHES-SUR-LE-LOIR,49,47.576661,-0.365783,,,,
M363091010,La Mayenne à Chambellay,la Mayenne,CHAMBELLAY,49,47.67812,-0.688249,39.689,8.319,3.773,54
M377181010,L'Oudon à Châtelais [Marcillé],l'Oudon,CHATELAIS,49,47.773925,-0.926545,4.2563,0.358,0.028,49
M382301010,La Verzée au Bourg-d'Iré [La Pommeraye],la Verzée,BOURG-D'IRE,49,47.678908,-0.951341,1.2984,0.102,0.021,35
M383401010,L'Argos à Sainte-Gemmes-d'Andigné - Basse Rivière,l'Argos,SAINTE-GEMMES-D'ANDIGNE,49,47.645855,-0.866716,0.7804,0.065,0.017,43
M385181010,L'Oudon à Segré [écluse de Maingué],l'Oudon,SEGRE-EN-ANJOU BLEU,49,47.68637,-0.860742,8.4311,0.664,0.064,28
M385181011,L'Oudon à Segré [écluse de Maingué] - station écourues,l'Oudon,SEGRE-EN-ANJOU BLEU,49,47.686829,-0.861055,7.3875,1.075,,
M410191010,La Maine à Angers - Pont de Verdun,la Maine,ANGERS,49,47.472904,-0.557874,127.5624,41.0,19.545,42
M410191040,La Maine à Angers - Haute Chaîne,la Maine,ANGERS,49,47.477437,-0.554044,136.8071,38.119,21.659,10
M410191050,La Maine à Angers - Basse Chaîne,la Maine,ANGERS,49,47.470106,-0.563072,,,,
M411401201,Le Brionneau à la Meignanne - Le Brionneau,le Brionneau,MEIGNANNE,49,47.518445,-0.667707,0.4898,0.022,,
M500001020,La Loire à la Possonnière,la Loire,POSSONNIERE,49,47.37097,-0.683961,,,,
M501421020,L'Aubance à Soulaines-sur-Aubance - Charuau,l'Aubance,SOULAINES-SUR-AUBANCE,49,47.375304,-0.50717,0.5977,0.098,0.009,40
M510201010,Le Layon à Saint-Georges-sur-Layon,le Layon,SAINT-GEORGES-SUR-LAYON,49,47.192996,-0.374479,0.9782,0.018,0.0,57
M512431010,Le Lys à Aubigné-sur-Layon [La Guimardière],le Lys,AUBIGNE-SUR-LAYON,49,47.223634,-0.481931,0.7883,0.045,0.001,25
M521401020,L'Hyrôme à Saint-Lambert-du-Lattay,l'Hyrôme,VAL-DU-LAYON,49,47.302061,-0.621667,0.9099,0.13,0.031,45
M522201010,Le Layon à Saint-Lambert-du-Lattay - Pont de Bézigon,le Layon,VAL-DU-LAYON,49,47.316359,-0.63216,4.1245,0.302,0.04,53
M530001010,La Loire à Montjean-sur-Loire,la Loire,MONTJEAN-SUR-LOIRE,49,47.392237,-0.861087,857.6398,294.0,137.297,125
M530001020,La Loire à Chalonnes-sur-Loire,la Loire,CHALONNES-SUR-LOIRE,49,47.353952,-0.762217,,,,
M530001030,La Loire à Ingrandes,la Loire,INGRANDES-LE FRESNE SUR LOIRE,49,47.402229,-0.92201,,,,
M530001040,La Loire à Saint-Florent-le-Vieil,la Loire,SAINT-FLORENT-LE-VIEIL,49,47.364279,-1.014711,,,,
M601301010,L'Evre à la Chapelle-Saint-Florent - Pont Dalaine,rivière l'èvre,CHAPELLE-SAINT-FLORENT,49,47.310212,-1.052109,3.5061,0.399,0.05,55
M601303010,L'Evre à Beaupréau [Moulin de la Gobinière],rivière l'èvre,BEAUPREAU-EN-MAUGES,49,47.192603,-0.96853,1.8062,0.211,0.065,23
M601401010,Le Beuvron à Andrezé [Tuvache],le Beuvron,ANDREZE,49,47.177984,-0.962137,0.3154,0.035,0.007,47
M632301010,L'Erdre à Candé - La Grée,l'Erdre,CANDE,49,47.559791,-1.047997,1.0218,0.135,0.046,56
M720302010,La Moine à Cholet [Pont RN249],la Moine,CHOLET,49,47.054559,-0.92521,1.3659,0.45,0.274,25
M721301010,La Moine à Roussay [Clopin],la Moine,ROUSSAY,49,47.095875,-1.057387,2.3122,0.584,0.299,30
M721302010,La Moine à Saint-Crespin-sur-Moine,la Moine,SAINT-CRESPIN-SUR-MOINE,49,47.095731,-1.184771,3.2698,0.766,0.316,32
M731401010,La Sanguèze à Tillières [Moulin Pichon],la Sanguèze,TILLIERES,49,47.141331,-1.222235,0.7751,0.022,0.0,43
I501361701,La Douve à Sottevast,La Douve,SOTTEVAST,50,49.523736,-1.590017,1.2828,0.251,0.158,11
I506000201,La Scye à Bricquebec [Le Valdécie - RD 50],La Scye,BRICQUEBEC-EN-COTENTIN,50,49.438806,-1.655212,2.0264,0.252,,4
I512102001,La Vire à Tessy-sur-Vire,La Vire,TESSY-BOCAGE,50,48.974959,-1.055408,10.1946,1.835,0.682,26
I522101001,La Vire à Saint-Lô [Pont de Gourfaleur],La Vire,SAINT-LO,50,49.085273,-1.091729,12.8102,2.519,0.825,44
I524301001,Le bras de l'Elle à Saint-Jean-de-Savigny,Bras de l'Elle,SAINT-JEAN-DE-SAVIGNY,50,49.201071,-1.007038,0.6896,0.198,0.091,32
I621101001,La Douve à Saint-Sauveur-le-Vicomte,La Douve,SAINT-SAUVEUR-LE-VICOMTE,50,49.386632,-1.525496,,,,
I650201001,La Taute à Saint-Sauveur-Lendelin,La Taute,SAINT-SAUVEUR-LENDELIN,50,49.116585,-1.393234,0.3006,0.085,0.038,31
I692301001,La Saire à Anneville-en-Saire,La Saire,ANNEVILLE-EN-SAIRE,50,49.635062,-1.289138,1.7164,0.868,0.62,31
I694301001,Le Trottebec à la Glacerie [Le Val Joli],Le Trottebec,GLACERIE,50,49.615641,-1.568186,0.2922,0.067,0.043,30
I694311001,La Divette à Cherbourg-Octeville,La Divette,CHERBOURG-EN-COTENTIN,50,49.62122,-1.624576,1.6425,0.535,0.317,44
I696401001,Le Petit Douet à Héauville,Le Petit Douet,HEAUVILLE,50,49.572514,-1.826896,0.1759,0.067,0.048,46
I698301001,L'Ay à Ancteville,L'Ay,ANCTEVILLE,50,49.108008,-1.467097,0.16,0.049,0.023,29
I702102001,La Sienne à Sainte-Cécile [2],La Sienne,SAINTE-CECILE,50,48.836996,-1.201701,1.7656,0.573,0.256,44
I710202001,L'Airou au Mesnil-Rogues,L'Airou,MESNIL-ROGUES,50,48.867056,-1.365177,1.7497,0.397,0.199,26
I711101001,La Sienne à Cérences,La Sienne,CERENCES,50,48.921041,-1.42651,7.7544,1.489,0.706,16
I722202001,La Soulles à Coutances,La Soulles,COUTANCES,50,49.036394,-1.444313,2.5418,0.42,0.123,47
I791361001,Le Thar à Jullouville,Le Thar,JULLOUVILLE,50,48.783936,-1.532467,1.0258,0.319,0.163,55
I800201001,La Sée à Chérencé-le-Roussel,La See,CHERENCE-LE-ROUSSEL,50,48.71212,-1.016441,1.5759,0.491,0.258,32
I803381001,La Braize à Lolif,La Braize,LOLIF,50,48.725532,-1.379889,0.3969,0.194,0.127,32
I807000101,La Sée à Brécey [La Grattemondière],La See,BRECEY,50,48.712115,-1.199544,5.2215,1.409,,3
I903101001,La Sélune à Notre-Dame-du-Touchet,La Selune,NOTRE-DAME-DU-TOUCHET,50,48.598371,-0.969947,2.7364,0.563,0.214,33
I922102001,La Sélune à Saint-Aubin-de-Terregatte [Signy],La Selune,SAINT-AUBIN-DE-TERREGATTE,50,48.596227,-1.292804,9.6287,3.12,1.729,34
I923301001,Le Beuvron à Saint-Senier-de-Beuvron,Le Beuvron,SAINT-SENIER-DE-BEUVRON,50,48.577408,-1.313947,1.1846,0.558,0.31,30
I925351101,Le Beuvron à Saint-James [Moulin du Prieur],Le Beuvron,SAINT-JAMES,50,48.525631,-1.31873,0.9394,0.46,0.297,9
I929000201,[La Manche] à Courtils - La Roche-Torin,,COURTILS,50,48.642537,-1.423274,,,,
F200000101,La Seine à Conflans-sur-Seine - Barrage (amont) [VNF],La Seine,CONFLANS-SUR-SEINE,51,48.547082,3.687643,,,,
F200000102,La Seine à Conflans-sur-Seine - Barrage (aval) [VNF],La Seine,CONFLANS-SUR-SEINE,51,48.5474,3.687733,,,,
F200000201,Le canal de dérivation de Bernières à Conflans à Conflans-sur-Seine - VNF,Canal de Derivation de Bernieres a Conflans,CONFLANS-SUR-SEINE,51,48.543884,3.686585,,,,
F606000101,La Marne à Sogny-aux-Moulins,La Marne,SOGNY-AUX-MOULINS,51,48.903201,4.399236,,,,
F613000102,La Marne à Reuil - Station débitmétrique,La Marne,REUIL,51,49.081411,3.797567,86.6841,36.64,21.635,13
F613000201,La Marne à Épernay,La Marne,EPERNAY,51,49.051227,3.961793,,,,
F624000201,Le Petit Morin à Montmirail - Amont,Le Petit Morin,MONTMIRAIL,51,48.863216,3.536148,1.5985,0.535,0.368,21
H155000101,La Vesle au Breuil,La Vesle,BREUIL,51,49.312907,3.768576,,,,
H160301001,La Superbe à Saint-Saturnin,La Superbe,SAINT-SATURNIN,51,48.614104,3.904854,1.6198,0.492,0.067,55
H509101002,La Marne à Frignicourt - après création grand lac,La Marne,FRIGNICOURT,51,48.700903,4.587459,42.461,17.488,9.254,49
H514262001,La Chée à Bettancourt-la-Longue,La Chee,BETTANCOURT-LA-LONGUE,51,48.819222,4.884938,2.5161,0.409,0.112,46
H515301001,La Vière à Val-de-Vière,La Viere,VAL-DE-VIERE,51,48.801363,4.758148,1.4376,0.321,0.129,50
H517201001,La Saulx à Vitry-en-Perthois,La Saulx,VITRY-EN-PERTHOIS,51,48.746152,4.626325,26.2761,5.656,1.937,56
H517311001,La Bruxenelle à Brusson,La Bruxenelle,BRUSSON,51,48.747197,4.697285,1.0777,0.207,0.1,51
H520100501,La Marne à la Chaussée-sur-Marne,La Marne,CHAUSSEE-SUR-MARNE,51,48.838973,4.505039,,,,
H520101003,La Marne à Châlons-en-Champagne,La Marne,CHALONS-EN-CHAMPAGNE,51,48.950951,4.353723,71.0583,28.055,14.315,35
H520101004,La Marne à Châlons-en-Champagne - Observateur,La Marne,CHALONS-EN-CHAMPAGNE,51,48.95112,4.353878,,,,
H520421001,La Coole à Écury-sur-Coole,La Coole,ECURY-SUR-COOLE,51,48.902011,4.339681,0.7099,0.134,0.0,24
H521331001,La Soude à Soudron,La Soude,SOUDRON,51,48.838848,4.202138,0.549,0.138,0.026,54
H522431001,Le Cubry à Pierry,Le Cubry,PIERRY,51,49.026196,3.947833,0.4953,0.239,0.167,31
H523102501,La Marne à Damery,La Marne,DAMERY,51,49.070304,3.860433,,,,
H524301001,La Semoigne à Verneuil,La Semoigne,VERNEUIL,51,49.093378,3.674376,0.6012,0.257,0.172,25
H541203001,Le Petit Morin au Thoult-Trosnay,Le Petit Morin,THOULT-TROSNAY,51,48.850957,3.689597,1.1847,0.273,0.162,22
H602102001,L'Aisne à Verrières,L'Aisne,VERRIERES,51,49.067921,4.914315,3.7885,0.563,0.111,28
H602321001,L'Ante à Châtrices,L'Ante,CHATRICES,51,49.052428,4.911759,0.9202,0.213,0.071,48
H603321001,L'Auve à Dommartin-Dampierre,L'Auve,DOMMARTIN-DAMPIERRE,51,49.067679,4.8232,1.4053,0.515,0.243,31
H631303002,La Suippe à Selles,La Suippe,SELLES,51,49.306541,4.287822,2.8527,1.202,0.48,35
H640201001,La Vesle à Bouy,La Vesle,BOUY,51,49.089073,4.350907,1.6434,0.396,0.058,47
H640203001,La Vesle à Puisieulx,La Vesle,PUISIEULX,51,49.206298,4.122645,2.6484,0.946,0.259,41
H641201001,La Vesle à Saint-Brice-Courcelles,La Vesle,SAINT-BRICE-COURCELLES,51,49.265049,3.979757,3.2996,1.24,0.43,47
H641202001,La Vesle à Châlons-sur-Vesle,La Vesle,CHALONS-SUR-VESLE,51,49.278314,3.922077,4.3671,2.08,1.1,49
H641321001,Le Rouillat à Villers-aux-Nœuds,Le Rouillat,VILLERS-AUX-NŒUDS,51,49.192863,3.993476,,,,
H642301001,L'Ardre à Fismes,L'Ardre,FISMES,51,49.306948,3.672862,1.5008,0.692,0.412,55
H642302001,L'Ardre à Faverolles-et-Coëmy,L'Ardre,FAVEROLLES-ET-COEMY,51,49.232675,3.789769,0.7378,0.289,0.14,28
B022001001,La Meuse à Goncourt,La Meuse,GONCOURT,52,48.240913,5.614415,4.0586,0.283,0.06,54
B105201001,Le Mouzon à Sommerécourt,Le Mouzon,SOMMERECOURT,52,48.224397,5.664011,2.1433,0.224,0.1,27
F521000201,Le Rongeant à Suzannecourt,Le Rongeant,SUZANNECOURT,52,48.443311,5.168638,2.7275,0.387,0.072,8
H100101001,L'Aube à Auberive,L'Aube,AUBERIVE,52,47.777488,5.08051,0.6229,0.093,0.026,25
H110200901,L'Aujon à Saint-Loup-sur-Aujon,L'Aujon,SAINT-LOUP-SUR-AUJON,52,47.885758,5.092783,0.6511,0.115,0.032,20
H112202001,L'Aujon à Maranville,L'Aujon,MARANVILLE,52,48.137303,4.85929,5.437,1.414,0.673,25
H130201001,La Voire à Droyes [Gervilliers],La Voire,DROYES,52,48.498376,4.725222,,,,
H501102001,La Marne à Marnay-sur-Marne,La Marne,MARNAY-SUR-MARNE,52,48.012035,5.248547,3.7669,1.297,0.841,42
H502301001,La Traire à Louvières,La Traire,LOUVIERES,52,48.038853,5.281353,1.7517,0.24,0.049,31
H503101001,La Marne à Chaumont [Reclancourt],La Marne,CHAUMONT,52,48.126356,5.154544,7.3686,1.69,,2
H503102001,La Marne à Condes,La Marne,CONDES,52,48.141464,5.138012,8.5805,1.491,0.705,20
H503331001,La Suize à Villiers-sur-Suize,La Suize,VILLIERS-SUR-SUIZE,52,47.987861,5.186557,1.0604,0.183,0.041,40
H504201001,Le Rognon à Bourdons-sur-Rognon [Lacrète],Le Rognon,BOURDONS-SUR-ROGNON,52,48.209768,5.315912,2.0424,0.257,0.029,38
H505321001,La Manoise à Humberville,La Manoise,HUMBERVILLE,52,48.286066,5.378497,0.8286,0.169,0.066,22
H506201001,Le Rognon à Doulaincourt-Saucourt,Le Rognon,DOULAINCOURT-SAUCOURT,52,48.343833,5.165229,9.5047,1.734,0.67,56
H507101002,La Marne à Saint-Dizier - Hôpital,La Marne,SAINT-DIZIER,52,48.632771,4.95318,23.4081,6.879,4.184,17
H507102001,La Marne à Joinville,La Marne,JOINVILLE,52,48.442817,5.143339,,,,
H507104001,La Marne à Chamouilley,La Marne,CHAMOUILLEY,52,48.606232,5.040314,31.7711,7.062,3.374,26
H507105001,La Marne à Mussey-sur-Marne,La Marne,MUSSEY-SUR-MARNE,52,48.376003,5.161096,25.3609,5.674,2.589,24
H508305001,La Blaise à Louvemont [Pont-Varin],La Blaise,LOUVEMONT,52,48.515805,4.93071,4.8837,0.949,0.275,34
H508305002,La Blaise à Louvemont [Pont-Varin] - Station IIBRBS,La Blaise,LOUVEMONT,52,48.515809,4.930716,5.555,1.37,0.175,12
H508307001,La Blaise à Daillancourt,La Blaise,DAILLANCOURT,52,48.302488,4.957307,2.0315,0.346,0.154,25
U004500401,L'Apance [amont] à Bourbonne-les-Bains,L'Apance,BOURBONNE-LES-BAINS,52,47.962277,5.749083,0.9426,0.255,0.109,19
U004500501,[Source de Flanrupt] à Bourbonne-les-Bains,,BOURBONNE-LES-BAINS,52,47.962537,5.749486,0.1265,0.044,0.024,8
U020400101,L'Amance à Maizières-sur-Amance,L'Amance,MAIZIERES-SUR-AMANCE,52,47.82892,5.630343,1.3278,0.117,0.037,15
I912201002,L'Airon à Landivy,L'Airon,LANDIVY,53,48.480806,-1.073774,1.8927,0.681,0.389,23
